vn_genome_ids,c00,c01,c10,c11,c1s,c_sum
HG01867,87,2,1,2,5,92
HG02060,83,3,2,4,9,92
HG01843,90,1,1,0,2,92
HG02028,79,9,4,0,13,92
HG01861,83,9,0,0,9,92
HG01869,79,9,4,0,13,92
HG01865,82,3,7,0,10,92
HG01848,81,8,3,0,11,92
HG02048,82,0,2,8,10,92
HG02130,89,2,0,1,3,92
HG01595,88,3,1,0,4,92
HG01860,88,1,0,3,4,92
HG01853,83,2,7,0,9,92
HG02139,83,8,1,0,9,92
HG02121,81,8,3,0,11,92
HG01858,87,0,1,4,5,92
HG02058,83,7,2,0,9,92
HG02076,79,8,5,0,13,92
HG02131,74,6,12,0,18,92
HG02522,86,2,4,0,6,92
HG02019,80,4,8,0,12,92
HG01851,85,0,7,0,7,92
HG02016,87,2,3,0,5,92
HG01874,83,0,9,0,9,92
HG02057,84,2,6,0,8,92
HG02521,85,1,6,0,7,92
HG02035,80,8,4,0,12,92
HG02025,88,2,2,0,4,92
HG02128,84,2,6,0,8,92
HG01862,85,1,6,0,7,92
HG02134,79,8,5,0,13,92
HG02082,80,8,4,0,12,92
HG02122,79,5,8,0,13,92
HG01870,87,4,1,0,5,92
HG02136,83,0,9,0,9,92
HG01852,84,2,6,0,8,92
HG02137,82,2,8,0,10,92
HG01850,82,5,5,0,10,92
HG01857,84,0,8,0,8,92
HG02061,85,1,6,0,7,92
HG02142,81,8,3,0,11,92
HG01863,83,6,3,0,9,92
HG02026,86,0,2,4,6,92
HG01871,83,0,1,8,9,92
HG02141,84,0,0,8,8,92
HG01873,78,9,5,0,14,92
HG02049,81,9,2,0,11,92
HG02086,81,2,9,0,11,92
HG02113,84,3,5,0,8,92
HG01847,84,2,6,0,8,92
HG02513,35,0,0,0,0,35
HG02138,32,0,3,0,3,35
HG02075,31,1,0,3,4,35
HG02031,35,0,0,0,0,35
HG02084,32,0,3,0,3,35
HG02047,35,0,0,0,0,35
HG01597,31,3,1,0,4,35
HG01849,32,0,3,0,3,35
HG02023,34,0,1,0,1,35
HG01846,35,0,0,0,0,35
HG02081,31,1,0,3,4,35
HG01599,35,0,0,0,0,35
HG01866,30,0,5,0,5,35
HG02064,31,4,0,0,4,35
HG02069,34,1,0,0,1,35
HG02087,31,0,4,0,4,35
HG02017,31,3,1,0,4,35
HG01864,31,0,4,0,4,35
HG01868,31,3,1,0,4,35
HG01596,35,0,0,0,0,35
HG02072,34,0,1,0,1,35
HG02079,32,3,0,0,3,35
HG01600,35,0,0,0,0,35
HG02140,32,3,0,0,3,35
HG01841,35,0,0,0,0,35
HG02020,32,3,0,0,3,35
HG01878,32,0,3,0,3,35
HG02085,34,0,1,0,1,35
HG01598,32,0,3,0,3,35
HG01872,30,5,0,0,5,35
HG02073,34,1,0,0,1,35
HG01845,32,3,0,0,3,35
HG02032,33,1,1,0,2,35
HG02088,35,0,0,0,0,35
HG01840,32,0,3,0,3,35
HG01855,34,1,0,0,1,35
HG02050,31,4,0,0,4,35
HG01844,31,3,1,0,4,35
HG02067,31,1,3,0,4,35
HG02133,33,0,2,0,2,35
HG02127,35,0,0,0,0,35
HG02512,35,0,0,0,0,35
HG02040,32,0,3,0,3,35
HG01859,29,0,6,0,6,35
HG02078,30,1,4,0,5,35
HG02070,35,0,0,0,0,35
HG02029,35,0,0,0,0,35
HG02116,33,2,0,0,2,35
HG01842,31,4,0,0,4,35
HG01867,31,0,1,3,4,35
HG02060,30,4,1,0,5,35
HG01843,34,0,1,0,1,35
HG02028,35,0,0,0,0,35
HG01861,35,0,0,0,0,35
HG01869,34,0,1,0,1,35
HG01865,31,1,0,3,4,35
HG01848,35,0,0,0,0,35
HG02048,35,0,0,0,0,35
HG02130,31,1,3,0,4,35
HG01595,30,5,0,0,5,35
HG01860,31,0,4,0,4,35
HG01853,35,0,0,0,0,35
HG02139,31,4,0,0,4,35
HG02121,35,0,0,0,0,35
HG01858,32,0,0,3,3,35
HG02058,32,0,3,0,3,35
HG02076,35,0,0,0,0,35
HG02131,31,4,0,0,4,35
HG02522,31,1,0,3,4,35
HG02019,31,0,4,0,4,35
HG01851,32,0,3,0,3,35
HG02016,32,0,3,0,3,35
HG01874,31,1,3,0,4,35
HG02057,31,4,0,0,4,35
HG02521,34,0,1,0,1,35
HG02035,32,3,0,0,3,35
HG02025,34,0,1,0,1,35
HG02128,35,0,0,0,0,35
HG01862,31,0,1,3,4,35
HG02134,31,0,4,0,4,35
HG02082,35,0,0,0,0,35
HG02122,35,0,0,0,0,35
HG01870,33,2,0,0,2,35
HG02136,32,0,3,0,3,35
HG01852,33,1,1,0,2,35
HG02137,32,0,3,0,3,35
HG01850,34,1,0,0,1,35
HG01857,34,1,0,0,1,35
HG02061,31,1,3,0,4,35
HG02142,35,0,0,0,0,35
HG01863,34,1,0,0,1,35
HG02026,32,3,0,0,3,35
HG01871,35,0,0,0,0,35
HG02141,31,1,0,3,4,35
HG01873,34,0,1,0,1,35
HG02049,34,0,1,0,1,35
HG02086,34,1,0,0,1,35
HG02113,34,1,0,0,1,35
HG01847,35,0,0,0,0,35
HG02513,8,0,0,0,0,8
HG02138,7,1,0,0,1,8
HG02075,7,0,1,0,1,8
HG02031,8,0,0,0,0,8
HG02084,8,0,0,0,0,8
HG02047,8,0,0,0,0,8
HG01597,7,0,1,0,1,8
HG01849,7,0,1,0,1,8
HG02023,6,1,1,0,2,8
HG01846,8,0,0,0,0,8
HG02081,8,0,0,0,0,8
HG01599,7,0,1,0,1,8
HG01866,7,0,0,1,1,8
HG02064,7,0,1,0,1,8
HG02069,7,0,1,0,1,8
HG02087,8,0,0,0,0,8
HG02017,8,0,0,0,0,8
HG01864,7,0,1,0,1,8
HG01868,7,0,1,0,1,8
HG01596,8,0,0,0,0,8
HG02072,8,0,0,0,0,8
HG02079,7,1,0,0,1,8
HG01600,7,0,0,1,1,8
HG02140,8,0,0,0,0,8
HG01841,8,0,0,0,0,8
HG02020,8,0,0,0,0,8
HG01878,8,0,0,0,0,8
HG02085,7,1,0,0,1,8
HG01598,8,0,0,0,0,8
HG01872,8,0,0,0,0,8
HG02073,7,0,1,0,1,8
HG01845,8,0,0,0,0,8
HG02032,8,0,0,0,0,8
HG02088,8,0,0,0,0,8
HG01840,7,0,1,0,1,8
HG01855,8,0,0,0,0,8
HG02050,8,0,0,0,0,8
HG01844,7,0,0,1,1,8
HG02067,8,0,0,0,0,8
HG02133,8,0,0,0,0,8
HG02127,8,0,0,0,0,8
HG02512,8,0,0,0,0,8
HG02040,8,0,0,0,0,8
HG01859,8,0,0,0,0,8
HG02078,7,1,0,0,1,8
HG02070,7,0,1,0,1,8
HG02029,7,1,0,0,1,8
HG02116,8,0,0,0,0,8
HG01842,8,0,0,0,0,8
HG01867,8,0,0,0,0,8
HG02060,8,0,0,0,0,8
HG01843,7,1,0,0,1,8
HG02028,8,0,0,0,0,8
HG01861,7,0,1,0,1,8
HG01869,8,0,0,0,0,8
HG01865,7,0,1,0,1,8
HG01848,7,1,0,0,1,8
HG02048,8,0,0,0,0,8
HG02130,8,0,0,0,0,8
HG01595,8,0,0,0,0,8
HG01860,8,0,0,0,0,8
HG01853,6,1,1,0,2,8
HG02139,7,0,1,0,1,8
HG02121,8,0,0,0,0,8
HG01858,7,1,0,0,1,8
HG02058,7,0,1,0,1,8
HG02076,7,0,1,0,1,8
HG02131,7,1,0,0,1,8
HG02522,7,1,0,0,1,8
HG02019,8,0,0,0,0,8
HG01851,6,1,1,0,2,8
HG02016,8,0,0,0,0,8
HG01874,8,0,0,0,0,8
HG02057,8,0,0,0,0,8
HG02521,8,0,0,0,0,8
HG02035,7,0,1,0,1,8
HG02025,8,0,0,0,0,8
HG02128,7,1,0,0,1,8
HG01862,7,0,1,0,1,8
HG02134,8,0,0,0,0,8
HG02082,8,0,0,0,0,8
HG02122,5,1,2,0,3,8
HG01870,8,0,0,0,0,8
HG02136,7,1,0,0,1,8
HG01852,8,0,0,0,0,8
HG02137,7,1,0,0,1,8
HG01850,8,0,0,0,0,8
HG01857,8,0,0,0,0,8
HG02061,8,0,0,0,0,8
HG02142,7,0,1,0,1,8
HG01863,8,0,0,0,0,8
HG02026,8,0,0,0,0,8
HG01871,7,1,0,0,1,8
HG02141,7,0,1,0,1,8
HG01873,6,2,0,0,2,8
HG02049,8,0,0,0,0,8
HG02086,8,0,0,0,0,8
HG02113,7,1,0,0,1,8
HG01847,8,0,0,0,0,8
HG02513,188,1,2,0,3,191
HG02138,184,4,3,0,7,191
HG02075,184,3,2,2,7,191
HG02031,147,3,41,0,44,191
HG02084,182,4,5,0,9,191
HG02047,188,2,1,0,3,191
HG01597,145,4,42,0,46,191
HG01849,181,6,4,0,10,191
HG02023,188,2,1,0,3,191
HG01846,171,0,2,18,20,191
HG02081,186,4,1,0,5,191
HG01599,187,0,1,3,4,191
HG01866,169,2,20,0,22,191
HG02064,188,3,0,0,3,191
HG02069,187,2,2,0,4,191
HG02087,182,2,7,0,9,191
HG02017,185,1,5,0,6,191
HG01864,169,19,3,0,22,191
HG01868,172,1,18,0,19,191
HG01596,186,2,3,0,5,191
HG02072,171,18,2,0,20,191
HG02079,185,2,3,1,6,191
HG01600,169,4,18,0,22,191
HG02140,186,2,3,0,5,191
HG01841,186,1,3,1,5,191
HG02020,166,5,20,0,25,191
HG01878,167,5,19,0,24,191
HG02085,171,1,1,18,20,191
HG01598,189,1,1,0,2,191
HG01872,184,2,5,0,7,191
HG02073,185,3,3,0,6,191
HG01845,188,0,3,0,3,191
HG02032,187,3,1,0,4,191
HG02088,168,21,0,2,23,191
HG01840,167,18,6,0,24,191
HG01855,184,4,3,0,7,191
HG02050,169,21,1,0,22,191
HG01844,190,0,1,0,1,191
HG02067,168,19,4,0,23,191
HG02133,185,1,5,0,6,191
HG02127,187,4,0,0,4,191
HG02512,130,20,41,0,61,191
HG02040,187,0,4,0,4,191
HG01859,165,20,6,0,26,191
HG02078,189,1,1,0,2,191
HG02070,182,5,3,1,9,191
HG02029,130,19,42,0,61,191
HG02116,129,43,19,0,62,191
HG01842,185,3,3,0,6,191
HG01867,184,3,4,0,7,191
HG02060,159,3,29,0,32,191
HG01843,188,2,1,0,3,191
HG02028,189,1,1,0,2,191
HG01861,169,18,4,0,22,191
HG01869,171,20,0,0,20,191
HG01865,167,20,4,0,24,191
HG01848,169,20,2,0,22,191
HG02048,182,2,7,0,9,191
HG02130,168,21,2,0,23,191
HG01595,171,19,1,0,20,191
HG01860,183,3,5,0,8,191
HG01853,182,5,4,0,9,191
HG02139,171,2,0,18,20,191
HG02121,169,20,2,0,22,191
HG01858,168,20,3,0,23,191
HG02058,188,2,1,0,3,191
HG02076,165,6,20,0,26,191
HG02131,168,19,4,0,23,191
HG02522,189,1,1,0,2,191
HG02019,170,1,2,18,21,191
HG01851,184,4,3,0,7,191
HG02016,169,19,3,0,22,191
HG01874,172,18,1,0,19,191
HG02057,186,1,4,0,5,191
HG02521,149,1,41,0,42,191
HG02035,169,20,2,0,22,191
HG02025,188,2,1,0,3,191
HG02128,186,1,3,1,5,191
HG01862,145,42,4,0,46,191
HG02134,165,23,3,0,26,191
HG02082,170,2,19,0,21,191
HG02122,189,0,2,0,2,191
HG01870,188,2,1,0,3,191
HG02136,170,3,18,0,21,191
HG01852,188,3,0,0,3,191
HG02137,170,3,18,0,21,191
HG01850,170,1,2,18,21,191
HG01857,186,4,1,0,5,191
HG02061,165,20,6,0,26,191
HG02142,186,2,3,0,5,191
HG01863,187,2,2,0,4,191
HG02026,171,20,0,0,20,191
HG01871,170,18,3,0,21,191
HG02141,188,0,3,0,3,191
HG01873,187,1,3,0,4,191
HG02049,169,1,3,18,22,191
HG02086,185,3,2,1,6,191
HG02113,187,1,3,0,4,191
HG01847,187,2,2,0,4,191
HG02513,85,1,12,0,13,98
HG02138,67,22,9,0,31,98
HG02075,83,3,4,8,15,98
HG02031,66,10,22,0,32,98
HG02084,86,12,0,0,12,98
HG02047,87,1,10,0,11,98
HG01597,86,0,12,0,12,98
HG01849,78,11,9,0,20,98
HG02023,74,1,1,22,24,98
HG01846,75,13,10,0,23,98
HG02081,73,23,2,0,25,98
HG01599,94,1,3,0,4,98
HG01866,65,22,11,0,33,98
HG02064,84,2,12,0,14,98
HG02069,84,3,11,0,14,98
HG02087,75,1,22,0,23,98
HG02017,96,0,2,0,2,98
HG01864,97,1,0,0,1,98
HG01868,83,13,2,0,15,98
HG01596,95,3,0,0,3,98
HG02072,84,0,14,0,14,98
HG02079,78,9,11,0,20,98
HG01600,75,23,0,0,23,98
HG02140,65,11,22,0,33,98
HG01841,66,22,10,0,32,98
HG02020,97,0,1,0,1,98
HG01878,96,0,1,1,2,98
HG02085,77,12,9,0,21,98
HG01598,76,0,22,0,22,98
HG01872,97,0,1,0,1,98
HG02073,82,4,4,8,16,98
HG01845,74,2,22,0,24,98
HG02032,83,4,11,0,15,98
HG02088,76,22,0,0,22,98
HG01840,95,3,0,0,3,98
HG01855,65,22,11,0,33,98
HG02050,76,12,10,0,22,98
HG01844,85,11,2,0,13,98
HG02067,96,1,1,0,2,98
HG02133,85,2,11,0,13,98
HG02127,92,2,2,2,6,98
HG02512,87,0,11,0,11,98
HG02040,75,22,1,0,23,98
HG01859,96,0,0,2,2,98
HG02078,83,4,3,8,15,98
HG02070,76,10,12,0,22,98
HG02029,66,10,22,0,32,98
HG02116,88,0,10,0,10,98
HG01842,66,9,23,0,32,98
HG01867,98,0,0,0,0,98
HG02060,85,12,1,0,13,98
HG01843,89,0,0,9,9,98
HG02028,87,11,0,0,11,98
HG01861,63,22,13,0,35,98
HG01869,72,1,2,23,26,98
HG01865,87,0,11,0,11,98
HG01848,87,2,9,0,11,98
HG02048,96,0,2,0,2,98
HG02130,96,0,2,0,2,98
HG01595,84,12,2,0,14,98
HG01860,83,13,2,0,15,98
HG01853,74,1,23,0,24,98
HG02139,86,1,11,0,12,98
HG02121,81,4,5,8,17,98
HG01858,96,1,1,0,2,98
HG02058,84,11,3,0,14,98
HG02076,67,9,22,0,31,98
HG02131,76,22,0,0,22,98
HG02522,88,1,9,0,10,98
HG02019,86,0,12,0,12,98
HG01851,86,2,10,0,12,98
HG02016,64,12,22,0,34,98
HG01874,77,0,21,0,21,98
HG02057,86,11,1,0,12,98
HG02521,86,1,0,11,12,98
HG02035,87,0,11,0,11,98
HG02025,63,23,12,0,35,98
HG02128,87,0,0,11,11,98
HG01862,74,23,1,0,24,98
HG02134,88,10,0,0,10,98
HG02082,63,23,12,0,35,98
HG02122,86,0,0,12,12,98
HG01870,85,12,1,0,13,98
HG02136,75,22,1,0,23,98
HG01852,87,11,0,0,11,98
HG02137,85,0,13,0,13,98
HG01850,74,23,1,0,24,98
HG01857,73,14,11,0,25,98
HG02061,74,13,11,0,24,98
HG02142,86,10,2,0,12,98
HG01863,86,10,2,0,12,98
HG02026,72,3,23,0,26,98
HG01871,85,11,2,0,13,98
HG02141,86,0,12,0,12,98
HG01873,83,3,4,8,15,98
HG02049,96,2,0,0,2,98
HG02086,87,11,0,0,11,98
HG02113,86,11,1,0,12,98
HG01847,98,0,0,0,0,98
HG02513,3875,56,231,123,410,4285
HG02138,3923,90,184,88,362,4285
HG02075,3515,658,105,7,770,4285
HG02031,3796,417,59,13,489,4285
HG02084,4061,104,103,17,224,4285
HG02047,3994,56,232,3,291,4285
HG01597,3980,226,79,0,305,4285
HG01849,4066,77,51,91,219,4285
HG02023,3841,86,310,48,444,4285
HG01846,3689,302,282,12,596,4285
HG02081,4035,128,116,6,250,4285
HG01599,3651,388,173,73,634,4285
HG01866,3837,102,346,0,448,4285
HG02064,3548,181,532,24,737,4285
HG02069,4034,139,46,66,251,4285
HG02087,3597,328,345,15,688,4285
HG02017,4044,60,158,23,241,4285
HG01864,3598,115,480,92,687,4285
HG01868,4032,101,145,7,253,4285
HG01596,4114,47,120,4,171,4285
HG02072,4032,152,93,8,253,4285
HG02079,4110,70,82,23,175,4285
HG01600,3987,177,119,2,298,4285
HG02140,3798,375,103,9,487,4285
HG01841,3842,52,278,113,443,4285
HG02020,4078,110,89,8,207,4285
HG01878,3659,319,286,21,626,4285
HG02085,3960,202,119,4,325,4285
HG01598,4058,152,49,26,227,4285
HG01872,3707,118,440,20,578,4285
HG02073,3783,227,117,158,502,4285
HG01845,3414,405,428,38,871,4285
HG02032,3623,149,446,67,662,4285
HG02088,3807,362,109,7,478,4285
HG01840,3966,221,94,4,319,4285
HG01855,3863,187,234,1,422,4285
HG02050,3940,139,203,3,345,4285
HG01844,4061,127,91,6,224,4285
HG02067,3803,366,97,19,482,4285
HG02133,3765,215,303,2,520,4285
HG02127,3462,145,640,38,823,4285
HG02512,3895,214,167,9,390,4285
HG02040,3811,264,103,107,474,4285
HG01859,3847,198,196,44,438,4285
HG02078,3598,346,336,5,687,4285
HG02070,3835,140,305,5,450,4285
HG02029,4056,80,133,16,229,4285
HG02116,3674,234,346,31,611,4285
HG01842,3560,547,171,7,725,4285
HG01867,3896,247,127,15,389,4285
HG02060,4098,103,80,4,187,4285
HG01843,3918,116,156,95,367,4285
HG02028,3763,274,243,5,522,4285
HG01861,4111,39,33,102,174,4285
HG01869,3676,420,165,24,609,4285
HG01865,4055,121,93,16,230,4285
HG01848,3986,109,180,10,299,4285
HG02048,3618,203,402,62,667,4285
HG02130,3994,222,69,0,291,4285
HG01595,4003,96,168,18,282,4285
HG01860,3884,302,78,21,401,4285
HG01853,3809,265,94,117,476,4285
HG02139,3986,95,174,30,299,4285
HG02121,3904,136,210,35,381,4285
HG01858,3522,170,581,12,763,4285
HG02058,3660,72,529,24,625,4285
HG02076,3844,72,362,7,441,4285
HG02131,3627,403,76,179,658,4285
HG02522,3992,86,202,5,293,4285
HG02019,3601,576,103,5,684,4285
HG01851,3858,330,86,11,427,4285
HG02016,3647,171,316,151,638,4285
HG01874,3727,148,410,0,558,4285
HG02057,3932,137,213,3,353,4285
HG02521,3726,103,428,28,559,4285
HG02035,3906,112,160,107,379,4285
HG02025,3546,187,209,343,739,4285
HG02128,4074,110,95,6,211,4285
HG01862,3739,322,125,99,546,4285
HG02134,3873,101,291,20,412,4285
HG02082,3931,99,162,93,354,4285
HG02122,3879,268,100,38,406,4285
HG01870,3907,314,59,5,378,4285
HG02136,3965,218,92,10,320,4285
HG01852,3792,85,364,44,493,4285
HG02137,3596,626,58,5,689,4285
HG01850,3751,420,108,6,534,4285
HG01857,3849,125,306,5,436,4285
HG02061,4005,170,97,13,280,4285
HG02142,3764,110,407,4,521,4285
HG01863,3888,55,328,14,397,4285
HG02026,3888,94,279,24,397,4285
HG01871,3753,175,323,34,532,4285
HG02141,3845,100,334,6,440,4285
HG01873,4061,167,38,19,224,4285
HG02049,3881,43,346,15,404,4285
HG02086,4016,184,79,6,269,4285
HG02113,4112,109,38,26,173,4285
HG01847,4081,163,35,6,204,4285
HG02513,274,28,3,0,31,305
HG02138,301,0,2,2,4,305
HG02075,302,2,1,0,3,305
HG02031,302,3,0,0,3,305
HG02084,304,0,1,0,1,305
HG02047,299,2,4,0,6,305
HG01597,245,59,1,0,60,305
HG01849,302,3,0,0,3,305
HG02023,215,39,35,16,90,305
HG01846,245,4,56,0,60,305
HG02081,212,91,2,0,93,305
HG01599,304,0,1,0,1,305
HG01866,300,2,3,0,5,305
HG02064,214,0,91,0,91,305
HG02069,255,2,48,0,50,305
HG02087,255,49,1,0,50,305
HG02017,301,3,1,0,4,305
HG01864,300,3,2,0,5,305
HG01868,247,4,3,51,58,305
HG01596,303,0,0,2,2,305
HG02072,246,3,56,0,59,305
HG02079,297,5,3,0,8,305
HG01600,256,0,49,0,49,305
HG02140,301,3,1,0,4,305
HG01841,207,92,6,0,98,305
HG02020,253,5,47,0,52,305
HG01878,298,3,4,0,7,305
HG02085,245,2,58,0,60,305
HG01598,248,1,0,56,57,305
HG01872,211,93,1,0,94,305
HG02073,302,0,3,0,3,305
HG01845,246,3,56,0,59,305
HG02032,297,3,5,0,8,305
HG02088,302,1,0,2,3,305
HG01840,216,0,89,0,89,305
HG01855,255,47,3,0,50,305
HG02050,300,0,3,2,5,305
HG01844,303,2,0,0,2,305
HG02067,188,27,61,29,117,305
HG02133,248,1,56,0,57,305
HG02127,216,32,41,16,89,305
HG02512,251,50,4,0,54,305
HG02040,248,1,35,21,57,305
HG01859,213,2,90,0,92,305
HG02078,247,4,1,53,58,305
HG02070,302,0,0,3,3,305
HG02029,255,48,2,0,50,305
HG02116,254,48,3,0,51,305
HG01842,303,2,0,0,2,305
HG01867,210,3,92,0,95,305
HG02060,210,93,2,0,95,305
HG01843,186,28,62,29,119,305
HG02028,301,0,2,2,4,305
HG01861,211,90,4,0,94,305
HG01869,300,1,2,2,5,305
HG01865,212,0,93,0,93,305
HG01848,244,56,5,0,61,305
HG02048,302,1,2,0,3,305
HG02130,301,2,2,0,4,305
HG01595,301,2,2,0,4,305
HG01860,302,2,1,0,3,305
HG01853,302,3,0,0,3,305
HG02139,299,4,2,0,6,305
HG02121,181,76,32,16,124,305
HG01858,248,1,56,0,57,305
HG02058,246,3,56,0,59,305
HG02076,247,1,57,0,58,305
HG02131,301,2,2,0,4,305
HG02522,246,2,57,0,59,305
HG02019,302,2,1,0,3,305
HG01851,303,1,1,0,2,305
HG02016,255,2,47,1,50,305
HG01874,301,0,4,0,4,305
HG02057,245,4,56,0,60,305
HG02521,299,2,4,0,6,305
HG02035,301,2,2,0,4,305
HG02025,299,3,1,2,6,305
HG02128,245,3,57,0,60,305
HG01862,214,90,1,0,91,305
HG02134,299,3,3,0,6,305
HG02082,245,57,3,0,60,305
HG02122,301,1,3,0,4,305
HG01870,298,3,4,0,7,305
HG02136,302,0,3,0,3,305
HG01852,249,54,2,0,56,305
HG02137,245,57,3,0,60,305
HG01850,299,2,4,0,6,305
HG01857,301,1,3,0,4,305
HG02061,249,0,8,48,56,305
HG02142,211,92,2,0,94,305
HG01863,245,58,2,0,60,305
HG02026,297,5,3,0,8,305
HG01871,300,4,1,0,5,305
HG02141,302,1,2,0,3,305
HG01873,300,2,3,0,5,305
HG02049,295,4,6,0,10,305
HG02086,299,2,4,0,6,305
HG02113,176,37,76,16,129,305
HG01847,246,54,5,0,59,305
HG02513,12,0,1,0,1,13
HG02138,9,0,4,0,4,13
HG02075,13,0,0,0,0,13
HG02031,13,0,0,0,0,13
HG02084,13,0,0,0,0,13
HG02047,12,0,1,0,1,13
HG01597,13,0,0,0,0,13
HG01849,13,0,0,0,0,13
HG02023,13,0,0,0,0,13
HG01846,13,0,0,0,0,13
HG02081,13,0,0,0,0,13
HG01599,13,0,0,0,0,13
HG01866,9,0,4,0,4,13
HG02064,13,0,0,0,0,13
HG02069,13,0,0,0,0,13
HG02087,13,0,0,0,0,13
HG02017,8,0,5,0,5,13
HG01864,13,0,0,0,0,13
HG01868,8,1,4,0,5,13
HG01596,13,0,0,0,0,13
HG02072,13,0,0,0,0,13
HG02079,13,0,0,0,0,13
HG01600,13,0,0,0,0,13
HG02140,13,0,0,0,0,13
HG01841,13,0,0,0,0,13
HG02020,13,0,0,0,0,13
HG01878,13,0,0,0,0,13
HG02085,13,0,0,0,0,13
HG01598,13,0,0,0,0,13
HG01872,13,0,0,0,0,13
HG02073,13,0,0,0,0,13
HG01845,10,3,0,0,3,13
HG02032,9,4,0,0,4,13
HG02088,13,0,0,0,0,13
HG01840,13,0,0,0,0,13
HG01855,12,0,1,0,1,13
HG02050,13,0,0,0,0,13
HG01844,13,0,0,0,0,13
HG02067,9,4,0,0,4,13
HG02133,10,3,0,0,3,13
HG02127,13,0,0,0,0,13
HG02512,13,0,0,0,0,13
HG02040,9,4,0,0,4,13
HG01859,13,0,0,0,0,13
HG02078,13,0,0,0,0,13
HG02070,13,0,0,0,0,13
HG02029,13,0,0,0,0,13
HG02116,12,0,1,0,1,13
HG01842,13,0,0,0,0,13
HG01867,10,0,3,0,3,13
HG02060,9,4,0,0,4,13
HG01843,10,0,3,0,3,13
HG02028,13,0,0,0,0,13
HG01861,9,0,4,0,4,13
HG01869,13,0,0,0,0,13
HG01865,13,0,0,0,0,13
HG01848,13,0,0,0,0,13
HG02048,13,0,0,0,0,13
HG02130,13,0,0,0,0,13
HG01595,12,0,1,0,1,13
HG01860,13,0,0,0,0,13
HG01853,13,0,0,0,0,13
HG02139,13,0,0,0,0,13
HG02121,13,0,0,0,0,13
HG01858,13,0,0,0,0,13
HG02058,9,0,4,0,4,13
HG02076,9,4,0,0,4,13
HG02131,13,0,0,0,0,13
HG02522,12,1,0,0,1,13
HG02019,13,0,0,0,0,13
HG01851,13,0,0,0,0,13
HG02016,13,0,0,0,0,13
HG01874,9,0,4,0,4,13
HG02057,13,0,0,0,0,13
HG02521,13,0,0,0,0,13
HG02035,12,1,0,0,1,13
HG02025,10,3,0,0,3,13
HG02128,13,0,0,0,0,13
HG01862,9,4,0,0,4,13
HG02134,10,3,0,0,3,13
HG02082,13,0,0,0,0,13
HG02122,12,1,0,0,1,13
HG01870,10,0,0,3,3,13
HG02136,13,0,0,0,0,13
HG01852,13,0,0,0,0,13
HG02137,13,0,0,0,0,13
HG01850,13,0,0,0,0,13
HG01857,13,0,0,0,0,13
HG02061,13,0,0,0,0,13
HG02142,13,0,0,0,0,13
HG01863,9,4,0,0,4,13
HG02026,13,0,0,0,0,13
HG01871,10,3,0,0,3,13
HG02141,13,0,0,0,0,13
HG01873,13,0,0,0,0,13
HG02049,13,0,0,0,0,13
HG02086,13,0,0,0,0,13
HG02113,13,0,0,0,0,13
HG01847,13,0,0,0,0,13
HG02513,122,0,0,0,0,122
HG02138,115,3,4,0,7,122
HG02075,91,28,2,1,31,122
HG02031,95,25,2,0,27,122
HG02084,122,0,0,0,0,122
HG02047,120,2,0,0,2,122
HG01597,118,2,2,0,4,122
HG01849,121,1,0,0,1,122
HG02023,95,27,0,0,27,122
HG01846,121,1,0,0,1,122
HG02081,91,29,2,0,31,122
HG01599,92,3,27,0,30,122
HG01866,93,28,1,0,29,122
HG02064,92,27,3,0,30,122
HG02069,121,1,0,0,1,122
HG02087,122,0,0,0,0,122
HG02017,121,0,1,0,1,122
HG01864,117,0,5,0,5,122
HG01868,121,0,1,0,1,122
HG01596,93,2,27,0,29,122
HG02072,120,2,0,0,2,122
HG02079,121,1,0,0,1,122
HG01600,120,0,2,0,2,122
HG02140,120,1,1,0,2,122
HG01841,95,27,0,0,27,122
HG02020,93,27,2,0,29,122
HG01878,94,28,0,0,28,122
HG02085,92,0,30,0,30,122
HG01598,121,1,0,0,1,122
HG01872,93,29,0,0,29,122
HG02073,96,26,0,0,26,122
HG01845,122,0,0,0,0,122
HG02032,120,0,2,0,2,122
HG02088,119,2,1,0,3,122
HG01840,95,0,1,26,27,122
HG01855,121,0,1,0,1,122
HG02050,95,0,1,26,27,122
HG01844,119,2,1,0,3,122
HG02067,95,27,0,0,27,122
HG02133,122,0,0,0,0,122
HG02127,93,0,29,0,29,122
HG02512,119,3,0,0,3,122
HG02040,120,2,0,0,2,122
HG01859,119,0,0,3,3,122
HG02078,119,3,0,0,3,122
HG02070,112,0,10,0,10,122
HG02029,92,28,2,0,30,122
HG02116,120,0,2,0,2,122
HG01842,122,0,0,0,0,122
HG01867,93,28,1,0,29,122
HG02060,118,1,3,0,4,122
HG01843,95,26,1,0,27,122
HG02028,94,27,1,0,28,122
HG01861,93,3,26,0,29,122
HG01869,94,28,0,0,28,122
HG01865,118,3,1,0,4,122
HG01848,93,0,29,0,29,122
HG02048,119,3,0,0,3,122
HG02130,116,2,4,0,6,122
HG01595,94,1,26,1,28,122
HG01860,121,1,0,0,1,122
HG01853,109,11,2,0,13,122
HG02139,119,0,3,0,3,122
HG02121,94,0,28,0,28,122
HG01858,120,0,2,0,2,122
HG02058,122,0,0,0,0,122
HG02076,119,1,2,0,3,122
